@RELATION stars

@ATTRIBUTE object_id STRING
@ATTRIBUTE spectral_class NUMERIC
@ATTRIBUTE luminosity_class NUMERIC
@ATTRIBUTE motion_type NUMERIC
@ATTRIBUTE v_magnitude NUMERIC
@ATTRIBUTE parallax NUMERIC
@ATTRIBUTE pm_ra NUMERIC
@ATTRIBUTE pm_dec NUMERIC
@ATTRIBUTE radial_velocity NUMERIC
@ATTRIBUTE ra_degrees NUMERIC
@ATTRIBUTE dec_degrees NUMERIC
@ATTRIBUTE b_magnitude NUMERIC
@ATTRIBUTE r_magnitude NUMERIC
@ATTRIBUTE g_magnitude NUMERIC
@ATTRIBUTE j_magnitude NUMERIC
@ATTRIBUTE h_magnitude NUMERIC
@ATTRIBUTE k_magnitude NUMERIC
@ATTRIBUTE i_magnitude NUMERIC
@ATTRIBUTE distance_pc NUMERIC

@DATA
'HIP 78282','G','V','Normal',8.82,8.8096,1.762,4.99,-13.41,239.757391,15.746666,9.2,?,?,7.956,7.803,7.753,?,113.51
'HIP 63172','K','V','High_Proper_Motion',?,17.4913,20.702,-332.662,-31.15,194.147056,18.780584,?,?,?,9.039,8.467,8.372,?,57.17
'HD 145358','A','V','Normal',9.01,2.1881,0.294,-4.952,?,243.107294,-43.648352,9.22,?,?,8.549,8.524,8.475,?,457.02
'HR 4321','K','III','High_Proper_Motion',6.294,8.3362,-55.405,7.582,10.02,166.614639,-50.956726,7.46,?,?,4.426,3.907,3.765,?,119.96
'HD 56273','A','V','Normal',7.91,2.7056,-2.349,3.615,9.9,108.988813,-12.543144,7.85,?,?,7.999,8.023,8.055,?,369.6
'HD 87932','A','V','Normal',9.33,2.4988,-20.202,8.027,?,151.733081,-52.316919,9.39,?,?,9.238,9.226,9.179,?,400.19
'HR 2921','B','V','Normal',5.7,2.0401,-7.108,0.542,22.1,114.016221,-14.492772,5.58,?,?,5.51,5.495,5.205,?,490.17
'HD 10426','F','V','Normal',8.92,3.8085,20.246,2.416,22.31,25.472193,5.055897,9.34,?,?,7.969,7.797,7.749,?,262.57
'HD 222822','A','V','Normal',9.29,3.3263,4.482,-5.505,?,355.913351,51.26625,9.41,?,?,9.055,9.031,9.017,?,300.63
'HR 5382','A','V','Normal',6.362,8.0569,-43.473,-15.722,11.1,216.415612,-66.172921,6.479,?,?,6.041,6.051,5.954,?,124.12
'HIP 99441','K','III','Normal',9.137,1.5447,17.08,9.962,-14.69,302.75497,36.700617,10.5,?,?,6.635,5.988,5.836,?,647.37
'HR 8783','K','III','High_Proper_Motion',6.143,5.2458,-40.851,-37.904,-14.67,346.303557,-17.079244,7.526,?,?,3.71,2.982,2.868,?,190.63
'HIP 42349','B','II','Normal',8.91,1.5563,-9.273,8.792,?,129.510727,-38.759757,8.81,?,?,9.096,9.143,9.143,?,642.55
'HD 174481','A','III','High_Proper_Motion',6.12,16.3774,-18.067,48.128,-28.08,282.06698,48.767555,6.33,?,?,5.656,5.607,5.598,?,61.06
'HIP 88681','B','V','Normal',7.95,4.2004,-5.279,-15.321,-7.62551,271.55431,1.582696,7.97,?,?,7.835,7.885,7.863,?,238.07
'HIP 105815','K','III','Normal',8.45,4.8926,16.326,-15.391,-5.86,321.452304,-23.822097,8.971,?,?,4.81,4.45,4.262,?,204.39
'HD 297344','K','V','Normal',9.74,1.5663,-2.016,-3.6,19.91,159.148671,-47.377222,10.88,?,?,7.659,7.095,6.938,?,638.45
'HIP 72433','A','V','Normal',8.1,10.2088,-56.652,-6.502,-14.5135,222.169322,-7.107025,8.5,?,?,7.348,7.172,7.128,?,97.95
'HIP 86715','F','III','Normal',8.84,3.8643,-7.958,-9.561,-17.39,265.77703,1.737619,9.44,?,?,7.708,7.607,7.507,?,258.78
'HD 133078','F','V','Normal',9.32,1.5814,-11.374,-6.537,-28.36,225.917493,-36.641793,9.9,?,?,7.912,7.532,7.414,?,632.35
'HIP 74893','G','V','Normal',?,27.79,96.24,71.97,-19.4,229.584403,26.840371,?,?,?,5.493,5.212,5.153,?,35.98
'HIP 111951','G','V','High_Proper_Motion',9.83,6.1808,-55.127,-43.817,26.87,340.158971,-39.276572,10.48,?,?,8.831,8.568,8.447,?,161.79
'HIP 78624','K','III','Normal',6.96,4.1454,2.727,-24.779,-27.73,240.764624,-5.834543,8.32,?,?,4.927,3.966,3.844,?,241.23
'HIP 117834','K','V','Normal',7.4,2.1496,5.648,9.212,9.41,358.468866,44.555824,8.87,?,?,5.192,4.279,4.102,?,465.2
'HD 218193','F','V','Normal',9.91,3.5541,40.41,-26.293,1.93,346.723768,-58.347926,10.34,?,?,9.061,8.897,8.79,?,281.37
'HR 7921','G','II','Normal',5.638,3.6839,3.15,-11.184,-25.84,310.260593,32.307289,6.672,?,?,4.11,3.57,3.41,?,271.45
'HIP 8382','M','V','High_Proper_Motion',12.156,53.7337,346.438,-218.382,-19.1,27.016555,21.206738,13.739,11.574,12.912,8.514,7.895,7.644,10.36,18.61
'HIP 59122','F','V','Normal',8.81,2.3723,-20.995,-1.862,29.86,181.857652,-65.899577,9.42,?,?,7.441,7.134,6.995,?,421.53
'HIP 117840','G','V','High_Proper_Motion',7.83,7.6654,-50.884,-32.393,25.85,358.488106,-30.357058,8.41,?,?,6.772,6.556,6.449,?,130.46
'HIP 33815','G','III','Normal',7.61,1.9998,-3.267,-1.798,10.01,105.302502,29.216946,8.56,?,?,5.972,5.534,5.438,?,500.05
'HIP 41475','A','V','Normal',6.59,4.3083,10.389,-14.474,1.5,126.888646,-20.843957,6.63,?,?,6.403,6.41,6.374,?,232.11
'HIP 57883','K','III','Normal',9.05,2.4312,-35.66,1.034,14.53,178.07289,-51.024658,10.14,?,?,7.084,6.563,6.445,?,411.32
'HIP 7095','B','V','Normal',7.26,2.2753,8.551,-4.522,6.5,22.85962,38.767123,7.19,?,?,7.299,7.331,7.396,?,439.5
'HD 293383','B','V','Normal',11.1,1.0275,-2.761,-1.239,13.8904,107.723535,-0.992596,10.9,?,?,10.812,10.875,10.843,?,973.24
'HIP 90994','G','V','Normal',9.32,9.4192,-29.191,-32.025,?,278.425851,-30.643744,9.95,?,?,8.169,7.891,7.773,?,106.17
'HIP 35351','F','V','Normal',10.31,2.9864,-5.655,-23.79,?,109.533277,45.643147,10.84,?,?,9.183,8.951,8.872,?,334.85
'HIP 92481','A','V','Normal',8.93,1.8903,-1.489,1.282,?,282.71935,35.69722,9.04,?,?,8.655,8.633,8.603,?,529.02
'HIP 8936','K','III','Normal',6.9,4.6444,-1.462,15.038,26.79,28.768114,-24.889708,8.19,?,?,5.077,4.228,4.155,?,215.31
'HR 2985','G','III','Normal',3.57,22.0907,-28.403,-50.675,20.15,116.111849,24.397996,4.49,?,?,2.051,1.642,1.527,?,45.27
'HIP 18638','K','III','Normal',8.87,4.3413,7.496,-7.375,24.67,59.839508,-46.756498,9.78,?,?,7.322,6.803,6.707,?,230.35
'HIP 17111','F','V','Normal',8.49,5.963,2.151,-20.354,9.36,54.978308,-51.686958,8.95,?,?,7.619,7.442,7.356,?,167.7
'TYC 8975-2014-1','B','V','Normal',10.38,0.8293,-7.089,-0.405,?,186.588107,-61.015689,10.49,?,?,9.971,9.986,9.929,?,1205.84
'HD 154578','F','V','High_Proper_Motion',?,13.6977,-7.327,-218.104,29.78,256.022079,46.089864,?,?,?,6.853,6.675,6.61,?,73.0
'HD 202515','K','III','High_Proper_Motion',8.79,6.0846,22.908,-56.467,5.03,319.489061,-47.272598,9.71,?,?,7.121,6.696,6.568,?,164.35
'HD 319145','G','V','Normal',10.53,10.9575,-1.395,24.651,42.26,272.884841,-33.05583,11.28,?,?,9.115,8.728,8.626,?,91.26
'HD 27829','Unknown','V','Normal',10.3,0.9329,-3.066,2.416,0.62,63.859145,-75.991413,10.57,?,?,5.348,4.43,4.291,?,1071.93
'HIP 86290','M','III','Normal',7.0,2.4678,-0.817,-10.667,-14.34,264.477149,-59.432941,8.64,?,?,3.888,2.933,2.673,?,405.22
'HD 112023','F','V','Normal',10.13,3.9131,-15.485,-1.128,?,193.529195,-54.531974,10.62,?,?,9.261,9.05,9.068,?,255.55
'HD 12160','M','V','Normal',7.42,2.7156,38.314,11.975,46.91,30.66514,71.297898,9.16,?,?,3.594,2.688,2.251,?,368.24
'HIP 101912','F','V','Normal',8.22,9.059,46.649,8.437,3.0,309.775598,24.416677,8.76,?,?,7.203,6.922,6.907,?,110.39
'HD 223059','A','V','Normal',9.85,1.3273,1.757,-1.492,?,356.532009,51.272489,9.93,?,?,9.688,9.637,9.637,?,753.41
'HIP 8153','A','V','Normal',7.5,2.1818,13.645,-4.727,-1.0,26.213015,28.458143,7.5,?,?,7.396,7.414,7.415,?,458.34
'HD 37190','A','V','Normal',8.55,4.4724,-11.396,-1.224,?,84.020838,-16.862514,8.65,?,?,8.382,8.367,8.333,?,223.59
'HIP 71055','G','II','Normal',7.0,1.3226,-4.596,-4.966,-6.84,217.958778,-76.27396,8.22,?,?,4.964,4.32,4.268,?,756.09
'HIP 79996','Unknown','V','Normal',9.61,8.4942,-19.952,-20.291,-19.69,244.951151,-47.223946,10.23,?,?,8.64,8.343,8.276,?,117.73
'HIP 14885','G','V','High_Proper_Motion',8.69,0.9878,54.805,35.033,140.04,48.030382,-51.955777,10.0,?,?,6.362,5.703,5.513,?,1012.35
'HIP 5417','F','V','Normal',7.95,6.6007,-56.172,-26.397,-8.3,17.311443,12.028878,8.33,?,?,7.05,6.856,6.827,?,151.5
'HD 27440','F','IV','Normal',9.0,4.6299,10.999,11.903,17.57,64.528582,-39.57379,9.46,?,?,8.081,7.936,7.842,?,215.99
'HD 333666','G','V','Normal',9.85,1.6838,13.534,14.752,-62.88,302.270454,30.23731,10.85,?,?,7.874,7.343,7.285,?,593.89
'HIP 60943','K','V','Normal',9.23,1.6057,-34.095,5.866,34.45,187.367705,11.138896,10.88,?,?,6.853,6.205,5.992,?,622.78
'HD 20520','K','III','Normal',6.59,2.457,-2.662,5.593,3.79,49.322524,-23.520269,8.09,?,?,4.175,3.247,3.141,?,407.0
'HIP 95925','F','V','Normal',7.9,10.8,-47.0,-41.43,0.7,292.631373,-48.436047,8.39,?,?,6.938,6.725,6.651,?,92.59
'HD 129431','F','V','High_Proper_Motion',8.37,12.288,-57.181,18.68,-17.52,220.666546,-5.964425,8.88,?,?,7.494,7.302,7.229,?,81.38
'HD 289224','B','V','Normal',11.3,0.6827,-0.993,-1.002,?,102.532594,0.946121,11.5,?,?,11.05,11.022,10.962,?,1464.77
'HD 242786','Unknown','V','High_Proper_Motion',9.51,14.1053,86.514,-33.102,?,80.387894,31.968076,10.11,?,?,8.291,7.983,7.931,?,70.9
'HIP 47330','K','V','Normal',6.64,6.5836,2.657,-6.677,17.7537,144.674779,75.205417,7.71,?,?,4.854,4.4,4.213,?,151.89
'HIP 67479','G','V','Normal',8.82,8.1551,3.959,-39.551,-10.55,207.426347,-29.446101,9.39,?,?,7.754,7.477,7.431,?,122.62
'HD 71185','K','III','High_Proper_Motion',8.44,2.1247,55.435,-41.649,-63.12,127.501715,65.260379,9.71,?,?,6.092,5.396,5.226,?,470.65
'HD 138995','G','V','Normal',9.439,8.0521,-20.264,-26.667,1.8,234.269409,-40.156156,10.11,?,?,7.962,7.62,7.522,?,124.19
'HIP 14661','A','V','Normal',8.06,5.4132,23.144,-22.754,2.15819,47.350852,45.383055,8.17,?,?,7.856,7.872,7.857,?,184.73
'HD 342627','F','V','Normal',11.2,1.2039,4.028,-0.501,-5.05,279.016142,21.894764,11.86,?,?,10.248,10.037,9.932,?,830.63
'HD 92100','A','III','Normal',9.18,2.9623,-6.234,5.759,?,159.377326,-34.176624,9.45,?,?,8.617,8.504,8.513,?,337.58
'HIP 75125','K','V','Normal',6.361,5.6602,-26.306,-20.547,-0.33,230.278666,24.958017,7.62,?,?,4.134,3.594,3.331,?,176.67
'HD 46512','A','V','Normal',8.12,2.8729,-4.022,-12.875,?,98.998943,42.61417,8.26,?,?,7.779,7.766,7.718,?,348.08
'HIP 3475','F','V','Normal',9.76,3.2532,0.583,-22.583,26.83,11.098108,-44.982686,10.22,?,?,8.896,8.698,8.636,?,307.39
'HD 154662','K','III','High_Proper_Motion',9.16,2.3175,-11.789,-51.291,12.37,256.942907,-22.495302,11.11,?,?,5.37,4.496,4.168,?,431.5
'HIP 37640','F','V','Normal',8.53,6.1689,-24.303,-12.071,25.2724,115.861049,33.133935,8.88,?,?,8.058,8.005,7.958,?,162.1
'HIP 56587','G','V','High_Proper_Motion',8.41,12.0438,-87.96,61.912,42.613,174.023135,30.721389,8.98,?,?,7.283,7.022,7.003,?,83.03
'HD 113686','K','III','Normal',6.95,3.1481,-0.208,-0.833,35.12,196.564875,-55.611669,8.56,?,?,4.021,3.123,2.959,?,317.65
'HR 8331','K','III','Normal',5.62,9.5919,-0.736,-37.544,-0.17,327.500516,-64.712538,6.629,?,?,3.942,3.366,3.292,?,104.25
'HR 8684','G','III','High_Proper_Motion',3.48,28.934,145.24,-42.396,13.791,342.500804,24.601581,4.42,?,?,1.93,1.243,1.37,?,34.56
'HD 204040','F','V','High_Proper_Motion',8.74,7.3525,54.013,17.295,?,321.353496,18.659302,9.1,?,?,7.967,7.835,7.799,?,136.01
'HIP 92168','K','V','Normal',7.6,1.6566,13.69,3.107,-46.26,281.773641,16.525931,9.22,?,?,4.573,3.735,3.545,?,603.65
'HR 6569','F','V','High_Proper_Motion',4.77,47.7045,103.685,-175.956,4.54,265.099273,-49.415583,5.17,?,?,4.02,3.7,3.83,?,20.96
'HD 283509','K','V','High_Proper_Motion',8.16,4.7387,57.461,-35.406,69.82,63.007466,24.568172,9.44,?,?,5.767,5.2,5.002,?,211.03
'HIP 71080','F','III','Normal',7.04,10.9608,39.916,-5.565,?,218.032833,-23.446603,7.42,?,?,6.291,6.124,6.054,?,91.23
'HIP 30227','M','V','Normal',8.12,1.5954,6.473,-8.45,0.67,95.388863,52.520509,9.69,?,?,3.334,2.379,1.983,?,626.8
'HD 126913','G','V','Normal',9.77,5.7129,8.57,12.172,-3.49426,216.699572,50.739153,10.28,?,?,8.937,8.785,8.669,?,175.04
'HIP 24510','F','V','Normal',8.37,6.4395,0.568,11.098,0.8,78.86086,7.055517,8.87,?,?,7.334,7.106,7.07,?,155.29
'HD 297197','A','V','Normal',11.26,0.5967,-7.179,3.736,?,152.305283,-48.545215,11.41,?,?,10.704,10.648,10.62,?,1675.88
'HIP 33936','F','V','Normal',8.26,6.2797,6.505,-39.618,36.4,105.634227,41.635618,8.78,?,?,7.217,7.0,6.911,?,159.24
'HIP 72251','K','V','Normal',7.68,4.844,-21.243,6.239,-34.01,221.623453,14.855347,8.76,?,?,5.802,5.318,5.162,?,206.44
'HD 235775','G','III','Normal',8.64,1.8144,3.279,-1.462,-10.23,333.997395,55.155895,9.7,?,?,6.649,6.132,6.011,?,551.15
'HR 1360','G','III','Normal',5.751,8.3003,-15.44,-43.23,6.9,65.171868,6.130792,6.685,?,?,4.316,3.849,3.809,?,120.48
'HD 276496','B','V','Normal',10.19,0.9455,0.992,-5.106,?,68.371136,42.543198,10.55,?,?,9.33,9.242,9.175,?,1057.64
'HIP 23809','F','V','Normal',10.3,3.9028,21.457,-42.159,37.1,76.758799,-0.7924,10.849,?,?,9.246,9.023,8.952,?,256.23
'HIP 63557','G','III','Normal',8.99,2.1501,-17.843,-0.577,-6.77,195.352814,-47.285874,10.04,?,?,7.228,6.747,6.583,?,465.09
'HD 165667','F','V','Normal',9.73,3.2459,-8.343,-34.167,-4.46,272.50038,-52.706805,10.34,?,?,8.527,8.269,8.201,?,308.08
'HIP 33865','B','IV','Normal',7.62,1.5713,-4.799,5.106,?,105.449126,-23.459066,7.5,?,?,7.908,8.007,8.05,?,636.42
'HIP 57884','F','V','Normal',9.54,0.2915,-5.989,0.501,-15.7,178.073845,-65.404184,10.5,?,?,7.602,7.119,6.966,?,3430.53
'HD 278418','K','V','Normal',10.14,0.6696,1.281,3.069,-54.55,48.472211,33.660844,11.73,?,?,6.891,6.015,5.773,?,1493.43
'HD 97732','G','V','High_Proper_Motion',9.25,6.0963,-62.642,0.322,?,168.744243,34.613061,9.81,?,?,8.137,7.878,7.824,?,164.03
'HIP 84370','K','III','Normal',8.84,4.7523,7.107,-23.14,50.53,258.732181,-36.45415,10.24,?,?,6.304,5.694,5.476,?,210.42
'HD 41774','A','III','Normal',9.38,2.1509,-2.144,-3.225,?,91.653101,-12.843907,9.55,?,?,8.931,8.881,8.783,?,464.92
'HD 353429','F','V','Normal',10.44,4.2214,-4.278,-23.914,?,295.788106,17.116017,11.1,?,?,9.228,9.039,8.921,?,236.89
'HR 7914','G','V','High_Proper_Motion',6.44,47.7457,118.708,312.222,-35.381,310.188086,19.935536,7.06,?,?,5.252,5.085,4.921,?,20.94
'HIP 64273','F','V','Normal',8.83,4.2564,7.033,3.933,-21.257601,197.590485,57.426003,9.26,?,?,7.954,7.788,7.738,?,234.94
'HD 124766','A','V','Normal',8.9,3.5126,-13.218,-6.734,?,214.133161,-43.274925,9.02,?,?,8.726,8.723,8.708,?,284.69
'HD 201893','G','IV','Normal',8.52,2.0533,27.04,-0.294,?,318.122035,2.354284,9.61,?,?,6.604,6.051,5.879,?,487.02
'HD 299565','B','V','Normal',11.83,0.6565,-5.656,1.718,?,164.904848,-53.660415,11.87,?,?,11.357,11.389,11.332,?,1523.23
'HIP 480','K','III','Normal',8.61,3.6385,-15.911,7.986,43.61,1.43013,-15.365482,9.67,?,?,6.713,6.159,6.035,?,274.84
'HD 68651','F','III','Normal',9.19,2.2082,-9.447,2.222,9.85,123.01055,-36.108119,9.58,?,?,8.372,8.225,8.144,?,452.86
'HIP 44939','A','IV','Normal',8.79,4.474,-9.81,-15.325,?,137.307817,-71.113505,9.07,?,?,8.229,8.136,8.114,?,223.51
'HR 635','G','IV','High_Proper_Motion',5.623,23.7901,-141.042,-113.463,-19.017,32.837828,8.569807,6.189,?,?,4.763,4.373,4.308,?,42.03
'HIP 31683','M','III','Normal',7.59,1.8409,-1.161,-26.056,-28.03,99.431502,-17.01313,9.3,?,?,4.462,3.39,3.244,?,543.21
'HIP 19651','K','V','Normal',8.5,2.9961,-1.207,-5.763,-7.9,63.158944,17.834659,9.93,?,?,5.802,5.195,4.994,?,333.77
'HIP 42621','A','V','Normal',9.13,1.7949,-9.257,-3.483,?,130.286977,15.521908,9.25,?,?,8.8,8.778,8.75,?,557.13
'HD 64586','B','IV','Normal',9.92,1.6229,-5.889,-1.999,?,118.679144,0.882047,9.94,?,?,10.032,10.064,10.048,?,616.18
'HIP 11292','F','IV','Normal',7.95,4.6314,39.322,-12.993,9.65,36.358209,45.928888,8.37,?,?,7.087,6.987,6.903,?,215.92
'HIP 63669','F','V','Normal',9.7,2.7898,7.342,-4.294,-8.17757,195.736654,46.718691,10.2,?,?,8.951,8.767,8.744,?,358.45
'HD 141691','G','V','Normal',7.74,3.3298,15.12,-20.842,-6.12,237.412251,23.671103,8.71,?,?,6.057,5.605,5.494,?,300.32
'HIP 33370','B','V','Normal',9.99,1.1611,-2.86,3.72,?,104.095544,-28.038406,9.89,?,?,10.11,10.172,10.184,?,861.25
'HD 279077','G','V','Normal',11.01,5.169,42.805,5.671,-5.32,57.922805,35.901552,11.94,?,?,9.852,9.564,9.498,?,193.46
'HIP 95966','K','III','Normal',9.42,2.658,-7.962,0.814,-6.19,292.725124,-9.168973,10.74,?,?,6.867,6.207,6.018,?,376.22
'HD 107768','A','V','Normal',9.05,2.7601,-25.049,-4.968,?,185.793989,-31.540007,9.31,?,?,8.455,8.34,8.302,?,362.31
'HIP 74507','K','V','Normal',8.72,2.5817,3.227,1.841,-15.71,228.382841,15.922268,9.76,?,?,6.913,6.418,6.312,?,387.34
'HIP 109786','K','III','Normal',?,13.97,24.3,56.07,-23.9,333.575136,-21.074565,?,?,?,3.79,3.27,3.36,?,71.58
'HD 29280','G','V','High_Proper_Motion',7.89,9.0979,15.511,-59.507,-11.92,72.322981,80.650484,8.95,?,?,6.131,5.652,5.523,?,109.92
'HD 313773','A','V','Normal',11.72,0.9495,-2.209,-1.249,?,271.425132,-21.35194,11.8,?,?,10.642,10.47,10.384,?,1053.19
'HIP 100583','K','V','Normal',9.284,9.11,13.11,-54.18,?,305.958771,41.774925,10.108,?,?,8.185,7.915,7.865,?,109.77
'HIP 109157','B','V','Normal',7.066,3.5931,9.731,-0.644,4.0,331.666156,51.805856,6.973,?,?,7.208,7.289,7.339,?,278.31
'HR 6005','K','III','Normal',6.14,5.344,-13.095,-46.034,55.36,241.842405,21.822654,7.51,?,?,3.69,3.055,2.82,?,187.13
'HIP 95011','K','V','Normal',9.1,1.9201,9.49,-8.922,-11.6,289.993694,24.9763,10.64,?,?,6.258,5.525,5.303,?,520.81
'HIP 18267','G','V','High_Proper_Motion',6.81,48.849,214.119,-167.427,18.871,58.616806,16.616053,7.54,?,?,5.384,5.102,4.995,?,20.47
'HIP 29710','A','V','Normal',8.17,2.3955,5.985,20.61,?,93.871646,-32.534716,8.22,?,?,8.02,8.005,7.959,?,417.45
'HR 7698','A','V','Normal',6.142,13.331,23.223,6.228,2.88,306.228824,-83.310619,6.352,?,?,5.694,5.649,5.613,?,75.01
'HIP 102486','K','IV','High_Proper_Motion',7.86,29.7135,127.628,-282.096,?,311.540358,-21.745749,8.79,?,?,6.123,5.624,5.494,?,33.65
'HIP 10495','K','III','Normal',7.3,4.9329,-21.116,-10.951,1.47,33.830801,39.169332,8.25,?,?,5.634,5.199,5.113,?,202.72
'HIP 118065','A','V','Normal',9.33,3.1147,10.093,-14.572,?,359.256055,39.369746,9.55,?,?,8.914,8.878,8.842,?,321.06
'HR 2736','K','III','High_Proper_Motion',3.746,24.4775,23.62,108.653,2.8,107.18694,-70.49893,4.774,?,?,1.961,1.67,1.573,?,40.85
'HIP 89727','B','II','Normal',9.62,0.786,1.865,-0.957,?,274.668778,-24.390025,9.75,?,?,9.221,9.225,9.162,?,1272.26
'HIP 8901','K','V','Normal',8.8,1.2217,-16.104,2.969,-43.79,28.657358,49.092384,10.45,?,?,5.957,5.18,4.947,?,818.53
'HIP 90049','F','V','Normal',8.96,8.3323,-5.342,-3.345,34.21,275.626159,-66.104933,9.5,?,?,7.992,7.768,7.661,?,120.01
'HIP 108981','A','V','Normal',10.128,0.7906,2.324,0.169,-18.6,331.173131,46.427253,10.262,10.191,10.385,9.693,9.678,9.622,10.21,1264.86
'HR 3216','G','III','Normal',5.541,11.2853,32.404,15.893,4.84198,124.884538,75.756907,6.451,?,?,4.027,3.644,3.482,?,88.61
'HD 84107','K','V','High_Proper_Motion',5.621,19.9483,-16.946,-102.252,15.6,145.888583,29.974477,5.735,?,?,5.394,5.439,5.394,?,50.13
'HD 81775','G','V','Normal',8.57,2.9615,-13.103,-22.673,2.92,142.19853,38.650044,9.69,?,?,6.741,6.233,6.118,?,337.67
'HR 2273','B','V','Normal',5.252,2.6645,-5.405,-1.416,29.0,94.928333,-7.822906,5.069,?,?,5.655,5.739,5.78,?,375.3
'HD 287359','G','V','Normal',11.56,3.1776,0.122,-10.858,-21.6,75.641498,13.443686,11.79,?,?,10.168,9.966,9.878,?,314.7
'HR 7034','F','V','Normal',6.299,13.781,30.691,-44.678,-58.3,280.963474,-6.818122,6.753,?,?,5.405,5.272,5.121,?,72.56
'HD 29370','K','II','Normal',9.33,1.8582,-4.719,-1.702,-1.5,68.916847,-42.001554,10.43,?,?,7.571,7.086,6.972,?,538.16
'HD 354597','G','V','Normal',9.92,1.1255,-5.596,-34.982,-40.14,300.105142,13.647002,10.45,?,?,8.756,8.477,8.419,?,888.49
'HD 3848','F','V','Normal',10.01,2.3795,23.226,2.27,4.34,10.267878,-10.483975,10.529,10.016,10.316,9.247,8.986,8.913,9.873,420.26
'HR 3026','K','I','Normal',6.309,0.3197,-2.017,3.596,48.78,116.910526,-15.990689,8.095,?,?,3.746,2.958,2.702,?,3127.93
'HD 311279','K','V','Normal',9.83,1.4172,0.771,-7.646,5.71,139.771757,-69.67928,11.14,?,?,7.764,7.199,7.053,?,705.62
'HD 331660','K','V','Normal',9.61,1.1512,3.387,2.023,12.49,300.136241,32.36477,10.84,?,?,7.428,6.833,6.679,?,868.66
'HR 7787','A','V','Normal',5.64,10.47,-13.07,13.64,2.6,305.971569,-42.422872,5.84,?,?,5.246,5.189,5.108,?,95.51
'HD 44972','B','IV','Normal',6.84,3.2051,-5.142,11.052,?,95.596662,-45.960337,6.72,?,?,7.0,7.08,7.059,?,312.0
'HD 130801','F','IV','Normal',7.12,10.5755,-42.911,-12.547,-16.27,222.650766,-12.018239,7.59,?,?,6.206,5.989,5.953,?,94.56
'HIP 74006','G','III','Normal',5.766,10.8712,24.306,8.058,-11.43,226.858126,-49.088608,6.705,?,?,4.107,3.58,3.544,?,91.99
'HIP 36254','K','III','Normal',8.58,2.5536,-17.849,-3.651,46.88,111.978897,-31.948095,9.88,?,?,6.411,5.718,5.579,?,391.6
'HR 5275','F','V','Normal',6.238,15.4287,-10.789,-2.94,-23.86,210.982314,4.900972,6.62,?,?,5.449,5.254,5.205,?,64.81
'HIP 54205','F','V','Normal',9.85,5.4592,7.74,-12.58,-3.27,166.339229,1.238461,10.305,9.808,10.154,8.957,8.679,8.665,9.572,183.18
'HR 2965','M','III','Normal',5.8,3.9204,-36.611,-23.523,5.8,115.466026,13.480456,7.46,?,?,2.38,1.358,1.28,?,255.08
'HIP 102021','G','V','Normal',8.47,11.4342,-25.66,35.005,-17.33,310.10729,-32.851688,9.1,?,?,7.322,7.091,6.979,?,87.46
'HD 339077','A','V','Normal',11.05,1.8057,2.542,-1.924,?,298.410133,27.081273,11.6,?,?,10.793,10.664,10.629,?,553.8
'HR 1505','F','V','Normal',6.73,7.0017,31.337,-27.51,40.0,70.894776,-8.794313,7.17,?,?,6.136,6.033,5.975,?,142.82
'HD 68300','B','V','Normal',8.48,1.3639,-4.154,5.072,?,122.587356,-37.17999,8.37,?,?,8.721,8.781,8.813,?,733.19
'HIP 43132','A','III','Normal',8.38,3.5241,10.76,-24.928,8.24,131.788461,-20.324874,8.72,?,?,7.62,7.517,7.441,?,283.76
'HD 11519','G','V','Normal',7.96,1.5412,2.748,-4.749,-10.63,28.664773,53.891822,8.92,?,?,6.29,5.897,5.773,?,648.85
'HIP 955','G','V','High_Proper_Motion',9.03,16.7823,99.045,-8.87,34.85,2.950854,-17.557722,9.63,?,?,7.851,7.546,7.476,?,59.59
'HD 292930','F','V','Normal',10.33,1.3792,-2.105,-6.936,?,104.92186,-0.250146,10.57,?,?,9.627,9.508,9.449,?,725.06
'HIP 74079','F','V','Normal',7.7,18.5094,-0.731,-14.25,19.77,227.075238,3.930596,8.22,?,?,6.553,6.287,6.16,?,54.03
'HIP 6415','F','V','High_Proper_Motion',8.79,6.7958,-21.681,-53.914,?,20.595114,-47.294895,9.13,?,?,8.133,7.956,7.909,?,147.15
'HIP 17615','F','V','Normal',10.13,2.943,27.99,1.83,-48.72,56.606673,3.754577,11.06,?,?,8.184,7.666,7.55,?,339.79
'HR 4141','F','V','High_Proper_Motion',5.148,37.3444,66.449,37.145,-12.109,158.790391,57.082635,5.481,?,?,4.922,4.688,4.334,?,26.78
'HIP 118054','A','V','Normal',6.86,8.93,57.404,11.871,-6.93,359.197149,4.725114,7.18,?,?,6.195,6.063,5.994,?,111.98
'HIP 109361','G','V','Normal',7.47,22.0356,25.781,-45.955,5.98,332.34372,35.12923,7.98,?,?,6.341,6.082,6.007,?,45.38
'HIP 42959','F','V','High_Proper_Motion',7.97,10.003,7.637,-76.655,-27.41,131.349718,46.171063,8.39,?,?,7.084,6.945,6.892,?,99.97
'HIP 68772','K','V','High_Proper_Motion',9.8,28.4789,-194.321,-101.608,-20.9,211.139664,-39.902948,11.03,?,?,7.908,7.313,7.231,?,35.11
